name,x1,y1,x2,y2
photo-1499281851221-5bce936073b0.jpg,848,637,1255,1709
photo-1499353966104-ec5c73302e82.jpg,1081,1676,1589,2832
photo-1499409035215-761b8f074e51.jpg,1135,90,1506,1302
photo-1499482125586-91609c0b5fd4.jpg,593,2391,2035,3888
photo-1499893494194-1bd01a016061.jpg,1005,309,1622,1728
photo-1499952127939-9bbf5af6c51c.jpg,809,126,2326,1717
photo-1500061982269-8126fe112dc0.jpg,988,729,1319,1184
photo-1500088139251-37350df3c1ad.jpg,1170,2265,1554,3418
photo-1500106067612-d3b2531fc762.jpg,1166,1986,1528,3071
photo-1500259783852-0ca9ce8a64dc.jpg,1546,1145,2157,2085
photo-1500264345546-767369bbd93c.jpg,1111,547,1487,1619
photo-1500336624523-d727130c3328.jpg,433,1087,2073,3888
photo-1500628550463-c8881a54d4d4.jpg,673,303,1330,1731
photo-1500762880816-90413abf38df.jpg,929,2346,1532,3888
photo-1502791451862-7bd8c1df43a7.jpg,1442,1154,2052,2759
photo-1502890749000-7407b3aed352.jpg,1116,2353,1448,3678
photo-1503023345310-bd7c1de61c7d.jpg,891,730,1665,2462
photo-1517265035603-faefa167335b.jpg,1700,609,2060,1809
photo-1517308883849-ceac3c24681e.jpg,264,848,1790,3008
photo-1517327155544-d63a1db77997.jpg,429,1076,1425,3008
photo-1517344296525-3f2079b011d9.jpg,1073,140,2413,1728
photo-1517345002316-fe727fa4eb17.jpg,1173,429,1679,1728
photo-1517352088629-ef1efffaadb9.jpg,1060,262,2575,1725
photo-1517481700215-fddbbf01b509.jpg,1806,742,2592,1728
photo-1517666467076-d6453b500ade.jpg,925,188,2159,1723
photo-1517841416045-94ed85a4e7bd.jpg,632,119,2175,1728
photo-1517894775688-07292b9d37d3.jpg,526,184,1398,1728
photo-1517934274943-d1749ff2d7a8.jpg,745,382,1209,1549
photo-1517971129774-8a2b38fa128e.jpg,707,375,2403,3600
photo-1518026620598-11e8ca5662c3.jpg,800,497,1822,3034
photo-1518182457238-aacf9536971d.jpg,52,140,1082,1514
photo-1518269075763-e073153495d7.jpg,1252,492,1581,1392
photo-1518350509036-a3fa8216a874.jpg,1143,311,1547,1511
photo-1518518873111-6ca469aa4560.jpg,522,830,2141,3888
photo-1518553127526-5058fb0c8210.jpg,905,1668,1469,3260
photo-1518644672559-989648509aa8.jpg,1123,247,1807,1728
photo-1518644730709-0835105d9daa.jpg,168,46,2519,1728
photo-1518651558381-e111dc4e655f.jpg,673,1021,2208,3888
photo-1518654734721-178191875754.jpg,1844,567,2296,1728
photo-1518689016133-c812df02059a.jpg,447,158,1204,1728
photo-1518712743-5fa6ec04832e.jpg,981,658,1577,1730
photo-1518718498887-3d0bd898cb9d.jpg,817,171,1909,1850
photo-1518757753498-43616cc67747.jpg,946,2159,1703,3888
photo-1518873344759-7036999dc4ef.jpg,0,691,1424,1936
photo-1518882300677-48cc76cc8463.jpg,270,246,2352,3883
photo-1519018094032-dd9fb177778e.jpg,41,738,2588,3888
photo-1519058082700-08a0b56da9b4.jpg,235,195,1816,3888
photo-1519076381129-b4234ae7e573.jpg,0,384,1460,2208
photo-1519085360753-af0119f7cbe7.jpg,602,611,2451,3888
photo-1519105548049-8e4ad05e2fa5.jpg,537,734,2592,3888
photo-1519186355038-001a49d5ca06.jpg,880,619,2592,1944
photo-1519344976017-0048e2db7a36.jpg,578,1532,1856,3888
photo-1519430160540-ac688ff6b590.jpg,549,469,2251,3888
photo-1519474072549-535cde8b7e7d.jpg,865,290,2491,3146
photo-1519593552800-5525cdd7c6f2.jpg,497,215,2592,1725
photo-1519624168461-3f1df67564cc.jpg,956,342,1534,1071
photo-1519639481551-a806b0a37aac.jpg,662,996,2085,3888
photo-1519689373023-dd07c7988603.jpg,187,919,2592,3888
photo-1519733833087-3b1ceb8d56c5.jpg,839,288,1775,3386
photo-1519782296706-fb99bb6f7591.jpg,1056,889,1519,2803
photo-1519803409317-890485d8dd13.jpg,1073,445,1475,1592
photo-1519850233541-1e15c1c84190.jpg,156,1161,2592,3888
photo-1519882882460-966092a360d4.jpg,642,125,1989,1722
photo-1520026278183-f1362e3f5cda.jpg,541,44,1656,1728
photo-1520243616502-310c00e82b33.jpg,784,547,1362,1674
photo-1520248033529-d05cd1981e6f.jpg,840,360,2320,1728
photo-1520266355436-00cf9484b09a.jpg,1754,548,2186,1549
photo-1520349035191-16930cae6cb3.jpg,748,70,1607,1729
photo-1520386909218-72b5e0550126.jpg,1031,163,1525,1511
photo-1520402787196-ac6264cda85f.jpg,333,656,2520,3654
photo-1520979949579-fa7887733703.jpg,881,1369,1702,3633
photo-1520998116484-6eeb2f72b5b9.jpg,800,249,2013,1653
photo-1521001122591-1122b8595b0e.jpg,1052,1961,1349,3083
photo-1521001636296-0d74d9cf6463.jpg,1094,785,1634,1728
photo-1521029303451-fe960a6abd6f.jpg,292,2225,866,3724
photo-1521038063972-ab961f8515b5.jpg,24,585,2592,3888
photo-1521061031016-d1f617b22812.jpg,762,993,1117,2186
photo-1521127432826-f4d644402b78.jpg,1051,1174,1529,2825
photo-1521132293557-5b908a59d1e1.jpg,203,131,2592,1944
photo-1521166226003-6cc5aa8002df.jpg,759,1249,1828,3796
photo-1521388316693-6a0e8d6f2327.jpg,1943,106,2552,1793
photo-1521443331827-88ee11ea2706.jpg,180,481,1195,2160
photo-1521676129211-b7a9e7592e65.jpg,516,529,2237,3886
photo-1521767605299-30899a8b54da.jpg,647,1178,1468,3796
photo-1522015276679-763c0fba448d.jpg,954,26,2592,1728
photo-1522032183912-b0363624909d.jpg,834,292,1209,1502
photo-1522075469751-3a6694fb2f61.jpg,319,192,2592,2592
photo-1522098635833-216c03d81fbe.jpg,202,1263,2425,3847
photo-1522110062882-5882267d3ea3.jpg,841,999,1799,2974
photo-1522160159549-eb963306a15b.jpg,106,288,1153,2208
photo-1522506209496-4536d9020ec4.jpg,1033,755,1307,1518
photo-1522649164000-8b1e51ec349e.jpg,730,513,1354,2385
photo-1522845015757-50bce044e5da.jpg,729,349,2106,1365
photo-1522878308970-972ec5eedc0d.jpg,559,2281,2151,3457
photo-1522973000467-8af35c4f36b6.jpg,486,725,843,1728
photo-1523130745820-17eaff0f9dc0.jpg,1091,654,1489,1574
photo-1523154080482-faa42c0c5125.jpg,1066,1605,1725,3601
photo-1523177567729-8771749914c9.jpg,782,1675,1640,3595
photo-1523261198601-c72a58a64159.jpg,1129,68,2186,1598
photo-1523294557-3637e1db3f33.jpg,2016,110,2592,1655
photo-1523299874194-2cc5c3fb01d6.jpg,1154,1760,1490,3001
photo-1523319244021-da2f2196547a.jpg,906,614,1170,1330
photo-1523326536800-499e7bdc7b9e.jpg,1050,1304,1569,2920
photo-1523355276824-bf3820c39fc8.jpg,738,1498,1616,3811
photo-1523363892019-44da10dddb40.jpg,1522,556,1788,1295
photo-1523387282479-ae7166314e62.jpg,987,401,1664,1728
photo-1523419951196-9c85a25cd485.jpg,813,1050,1742,3774
photo-1523453462319-8c5bc9c9d3b3.jpg,1716,93,2103,1728
photo-1523464523578-2072447e663d.jpg,551,565,2005,3577
photo-1523504706857-0b1cc4956993.jpg,808,418,1797,1728
photo-1523506591153-1504ba186b3b.jpg,1178,1490,1462,2366
photo-1523630713882-fbcc8f919a82.jpg,593,1018,1711,2182
photo-1523647341782-d761bce0004c.jpg,419,1279,2415,3888
photo-1523704665369-bd8492bae4ee.jpg,1187,1988,1509,2937
photo-1523779917675-b6ed3a42a561.jpg,846,1841,1808,3840
photo-1523910088385-d313124c68aa.jpg,1126,620,1409,1502
photo-1523975864490-174dd4d9a41e.jpg,995,802,1612,1642
photo-1523983254932-c7e6571c9d60.jpg,460,537,2202,2499
photo-1524054272861-f52657295c58.jpg,969,1518,1483,2645
photo-1524087689795-d449b477c4dd.jpg,272,569,1456,1952
photo-1524112895789-54005634716d.jpg,727,357,1430,1728
photo-1524113844544-cc3b5cc3fb71.jpg,309,6,2457,1730
photo-1524171285578-02e6c9cbef5e.jpg,752,1732,1830,4020
photo-1524201373483-b95dee91cddb.jpg,0,226,2070,3876
photo-1524206291214-bcc7886b3fd1.jpg,784,1447,2340,3888
photo-1524250502761-1ac6f2e30d43.jpg,602,1591,1994,3884
photo-1524293568345-75d62c3664f7.jpg,974,1582,1632,3555
photo-1524502397800-2eeaad7c3fe5.jpg,122,206,2406,3888
photo-1524504388940-b1c1722653e1.jpg,494,617,2186,3888
photo-1524587883928-99faeaa52d68.jpg,1114,906,1463,1842
photo-1524638431109-93d95c968f03.jpg,0,828,1953,3888
photo-1525701970475-cb407a2715af.jpg,568,743,732,931
photo-1525782758178-16507055ae37.jpg,446,403,2592,3888
photo-1525797896303-37e5da89113a.jpg,749,1131,1559,3437
photo-1525875975471-999f65706a10.jpg,637,129,2327,1728
photo-1526065258944-2ebacd27085d.jpg,120,259,2388,3240
photo-1526160404000-b3f5ec7071a0.jpg,0,89,2592,3782
photo-1526162505964-95e1caf85b1b.jpg,945,1350,1799,3240
photo-1526288417508-9811d4a31686.jpg,687,152,2100,3888
photo-1526328297956-d3384b8ea146.jpg,1034,529,1412,1464
photo-1526382925646-27b5eb86796e.jpg,542,294,2592,2592
photo-1526387780285-2d05a3a97f70.jpg,0,353,2466,3423
photo-1526404684912-a81cdc6e6e11.jpg,262,191,2307,1728
photo-1526413232644-8a40f03cc03b.jpg,477,929,2592,3888
photo-1526449066878-320ea3ca7a95.jpg,1169,445,2027,1728
photo-1526449870103-234e4c371681.jpg,321,461,1540,2560
photo-1526493531406-bf63b32b8a6f.jpg,1151,658,2010,3318
photo-1526510747491-58f928ec870f.jpg,236,986,1981,3888
photo-1526540354-471ebff95055.jpg,244,410,1132,2172
photo-1526762204623-2d89f4ab1a09.jpg,1038,1486,1540,3474
photo-1526866351482-3faec1c76e91.jpg,811,1086,1549,3152
photo-1526931208932-14b79dd96623.jpg,1027,1078,1584,2835
photo-1527006752498-4c29e325a059.jpg,601,284,1786,1728
photo-1527058054345-f870ffe763eb.jpg,353,352,1886,1728
photo-1527203561188-dae1bc1a417f.jpg,507,1100,2592,3629
photo-1527423460268-0b3795a97e7f.jpg,818,511,1844,1728
photo-1527534085786-f44cde0659a2.jpg,613,1182,1807,3881
photo-1527613426441-4da17471b66d.jpg,601,224,2020,1765
photo-1527679403912-e259675e1464.jpg,941,1570,1417,3386
photo-1527718755910-54cac9d44cc5.jpg,0,57,2426,3240
photo-1527718926451-9120bb1d21a3.jpg,775,561,1736,3133
photo-1527719197793-6b777854108d.jpg,213,430,2208,3240
